nox,room,price
7.274744925909308,90.0,107.55799999999999
6.853538758193443,9.0,74.943
5.613545938615139,121.0,455.991
6.942140450695959,134.0,159.316
4.357362386908928,35.0,868.43
6.429786781208633,56.0,185.208
7.138688794819813,105.0,125.975
4.96394312943533,90.0,707.212
6.0573923459144625,15.0,167.653
4.722415039381313,66.0,783.1039999999997
7.021924088156121,44.0,106.176
6.07754845122863,81.0,276.30400000000003
6.697981658199929,57.0,149.653
6.0795428598114105,88.0,282.942
6.87209153546461,98.0,153.27700000000004
4.621837616511494,118.0,1015.393
5.856800698134217,10.0,174.389
4.2235153802463845,96.0,1318.864
6.696730417492871,150.0,201.42700000000002
5.9509896593701015,153.0,372.13699999999994
5.506112415478934,78.0,435.142
6.025596519335887,4.0,114.816
5.864787908867156,152.0,398.421
4.625263194296543,77.0,888.57
6.454418668999495,110.0,223.18400000000003
6.562050816455853,113.0,206.13299999999998
6.625193534106384,149.0,213.083
5.954597995457043,102.0,327.7480000000001
7.099914591728997,21.0,79.455
5.154228307857943,63.0,542.997
6.1644428312642106,128.0,296.1
4.455273544494493,137.0,1217.393
4.170586044319275,46.0,1099.4180000000001
6.073349868662404,103.0,298.405
4.5427815147294615,41.0,783.671
4.327081615473706,97.0,1215.963
6.041174763779467,152.0,345.07099999999997
4.805000833387673,10.0,410.967
4.872142883825856,108.0,805.882
6.135092411496233,150.0,318.349
5.863158604114635,96.0,346.61400000000015
6.6421684712627895,119.0,196.183
4.166353006593711,52.0,1145.392
6.411965602591442,76.0,206.325
6.705324127230549,2.0,53.37
7.284140190809487,121.0,116.85700000000001
4.316489294522338,145.0,1387.06
5.08275064566902,53.0,545.9169999999998
5.968267145864755,36.0,235.668
4.492314161302486,77.0,990.262
6.831665125538727,23.0,101.662
5.081661780831071,35.0,481.24800000000016
7.223236957441447,8.0,53.483000000000004
4.223611045962939,82.0,1256.661
4.731007725100968,63.0,766.6489999999999
6.268877433922802,102.0,253.68900000000002
5.9336413871458396,33.0,236.044
6.707754296609885,65.0,154.554
5.338785889558372,21.0,333.79
6.773452929602456,110.0,172.083
6.2974858813523475,135.0,270.038
4.473977513807308,63.0,945.303
4.5155527229513766,146.0,1181.819
6.2207386220209155,133.0,286.157
5.554412160839823,104.0,456.841
5.900188473850673,117.0,357.3
6.173349774581201,133.0,297.428
5.143572960024108,34.0,453.527
6.82606232889179,94.0,157.121
5.506469406332171,140.0,520.28
5.771881257936957,56.0,316.611
5.734205885008016,142.0,434.028
7.153464428716282,39.0,91.926
6.306805605293425,81.0,229.213
5.773197316714013,17.0,219.59900000000002
5.760274792278615,111.0,394.05699999999996
4.9954957955381065,141.0,790.758
5.406200681865856,143.0,568.258
5.432769208778188,104.0,504.455
4.5267918982845865,84.0,988.804
7.065960544108328,90.0,127.507
4.677672477856518,156.0,1056.749
5.999059623009131,112.0,325.26
6.533680310257906,142.0,226.227
4.281926611363375,64.0,1110.812
6.7261399771287085,110.0,178.85
5.906730258556695,125.0,362.666
6.483671324440894,154.0,241.55900000000003
5.504501408953785,35.0,340.961
5.788521348178338,145.0,417.897
6.365250908789399,128.0,251.40099999999998
6.3287991533763925,25.0,157.12
6.325562750958496,26.0,159.436
4.969858187140629,131.0,789.48
7.2067346038803795,106.0,119.525
6.7379145506030085,51.0,140.013
4.776517792446658,69.0,759.587
5.159601543864209,94.0,611.047
4.1347347516737525,146.0,1611.91
7.139046938524567,56.0,103.90100000000001
6.511319844597859,2.0,62.51300000000001
6.614107859885426,122.0,202.25599999999997
5.499271168113462,139.0,522.194
4.434501386158651,155.0,1285.843
7.167336284509562,110.0,124.83
5.52156490596022,147.0,521.65
6.314081884894242,138.0,268.207
6.94892170356702,85.0,137.838
4.557109720534858,96.0,1004.903
4.374088459866917,109.0,1212.778
6.138530998562058,29.0,191.99900000000002
6.960954104080387,127.0,154.336
6.777389240795964,2.0,50.325
4.336255886623048,123.0,1297.87
6.199912095672687,89.0,257.39
4.9188263995737165,138.0,836.2230000000003
5.8055188600139775,45.0,288.1090000000001
6.420146904929148,119.0,235.09599999999998
6.837645323492548,20.0,96.931
7.124626858890427,87.0,120.301
6.657038264643125,79.0,170.984
4.4746003528777365,34.0,782.324
6.850434670538425,88.0,150.951
5.333182168888894,122.0,574.493
6.935653119823461,112.0,151.608
5.29832220688796,99.0,554.4490000000002
5.223549243730902,11.0,300.83799999999997
4.4512328953654325,94.0,1088.431
6.796970224840803,16.0,93.587
6.2280556244898735,70.0,233.732
6.480484050771394,141.0,235.74099999999999
5.352233041433228,121.0,564.217
6.438020590216937,43.0,169.685
6.612407286590836,151.0,216.195
5.976845967555404,136.0,351.474
5.070382037310748,94.0,657.1339999999999
5.641961975228789,1.0,102.699
5.863662858987729,46.0,276.628
6.392830977645625,51.0,185.487
6.392874360283844,113.0,236.604
7.129962589739184,97.0,123.833
5.572378563983968,87.0,426.272
6.627993685456933,101.0,188.74900000000002
5.587613360961714,46.0,346.42199999999997
4.7532989102168175,55.0,722.203
6.33718947087309,21.0,147.944
5.160774891706728,5.0,248.752
6.50402408055416,89.0,200.886
4.782112115165396,8.0,391.07099999999997
6.9013407160229026,82.0,141.72
6.816230918381512,138.0,178.13
4.945760202349387,34.0,532.867
4.291762543474271,138.0,1394.0279999999998
5.7529830949676874,100.0,383.945
6.982247113424315,20.0,86.15700000000002
5.512383971413222,39.0,350.186
4.44817579991401,105.0,1128.73
7.119137300193177,5.0,50.42100000000001
6.3768272397896695,151.0,261.95599999999996
5.819303602946854,54.0,301.237
4.895881578259255,135.0,846.296
6.386944665879519,1.0,55.958999999999996
5.267470971517358,32.0,402.431
7.027402879254763,149.0,153.52700000000004
4.429174372172699,122.0,1200.212
5.393336898078658,54.0,426.26300000000003
6.641577427621361,41.0,141.666
7.154904890782187,127.0,131.77100000000002
5.0164538286479745,56.0,586.016
6.1618488734436765,81.0,257.957
4.395278970096551,17.0,675.065
7.025905283238419,86.0,129.91899999999998
4.6201734029544514,6.0,408.64
4.9037936800155215,56.0,642.371
5.067342851168903,146.0,753.779
6.490238970642964,99.0,209.886
4.398189041683824,30.0,801.305
4.193673886883916,75.0,1253.015
6.882552972530389,4.0,57.106
7.206860338942442,51.0,95.541
4.71706934132586,109.0,917.0310000000001
6.475139400358082,27.0,142.77700000000004
6.487934658966856,126.0,226.385
7.307557154176327,75.0,99.035
5.2865016393880335,26.0,371.846
4.999851791434484,151.0,804.65
4.838509763492041,3.0,276.66
4.375847901075247,11.0,600.308
6.853289516839872,117.0,164.31599999999997
7.149823141495865,80.0,114.869
6.575969967219049,155.0,224.5
6.873543622152174,84.0,146.043
5.478039740020447,120.0,507.94300000000004
5.593101295722764,35.0,317.20799999999997
4.720323117990152,112.0,922.2310000000001
5.305442240224574,11.0,281.41200000000003
4.5213199920431935,139.0,1158.721
5.848496324209977,9.0,170.00599999999997
4.6981295825069065,143.0,1011.97
5.122272655115041,120.0,678.797
7.2985640994708145,110.0,112.17200000000001
7.073708537227647,20.0,79.969
4.267461410848791,120.0,1362.385
6.7190151530988125,121.0,185.21400000000003
5.395641834842915,135.0,563.1619999999998
4.638292755748373,6.0,402.651
7.011789859696788,151.0,156.128
6.906109865950615,59.0,127.645
4.122680226552689,150.0,1641.3429999999994
7.221416537392344,47.0,92.083
5.092357360814389,120.0,695.55
5.329978721677012,128.0,584.519
5.2737322880455935,60.0,485.30800000000005
5.468489915399381,100.0,484.134
4.565953605129984,19.0,607.739
6.170957647189517,153.0,311.059
6.365138675181655,85.0,221.81900000000002
4.699930777019115,151.0,1027.4589999999996
6.060561372268205,12.0,156.181
6.832378366912117,18.0,94.26
5.8861610689143875,151.0,390.75
4.792669233019423,24.0,542.648
4.586198831004731,79.0,924.54
5.9786825329488105,82.0,300.616
4.752016978609842,78.0,804.5310000000003
7.313540307284195,26.0,71.267
6.748989672057228,123.0,181.65599999999998
7.161789605714199,85.0,115.882
4.642216774316312,112.0,982.846
4.858442237000151,125.0,852.209
6.3536559821860275,69.0,210.06099999999998
4.91442526156473,29.0,520.681
6.582330532874441,31.0,136.482
6.933750723563149,112.0,151.844
4.192651752420215,143.0,1527.855
7.288976427910567,122.0,116.689
5.779865182260702,128.0,405.098
4.488198712360827,106.0,1095.68
7.2010253482764295,67.0,104.35600000000001
4.130050359623007,67.0,1274.927
7.064038977545503,113.0,136.92
4.664038839373245,73.0,846.99
4.264943920744977,110.0,1329.3129999999999
7.075076482046249,76.0,120.182
4.582266592444804,28.0,675.2669999999998
5.330200107171365,27.0,363.004
7.22174770524065,127.0,124.787
7.277648330957133,8.0,51.162
6.302382277828086,67.0,217.06400000000002
5.017037805183922,130.0,757.923
4.734716290458657,84.0,834.671
6.952098984244735,80.0,134.954
4.789171402159655,118.0,885.945
6.674191593596135,111.0,187.101
5.217781145038281,3.0,203.09799999999998
6.229949125038491,44.0,202.46400000000003
4.7054892834562425,75.0,825.6560000000003
6.1704028074410475,63.0,237.205
5.626594030834472,33.0,303.16
4.3989191633192615,73.0,1051.278
5.048445346782382,141.0,757.3589999999997
4.998434578973344,126.0,762.177
6.665229414558161,20.0,111.559
5.8562601930721705,137.0,388.642
5.227732914879232,121.0,624.472
6.943084043437367,21.0,90.288
6.359045900596925,46.0,184.738
5.686885644538587,89.0,391.001
4.776236775761714,110.0,876.303
4.152261263439976,98.0,1406.567
6.9575214123648905,53.0,118.455
4.3496458054357925,144.0,1347.226
5.789632709078326,139.0,412.154
6.8448249174480855,92.0,153.721
4.522157217507627,8.0,483.353
6.761000528151812,71.0,152.045
4.20601116720231,84.0,1284.254
6.183161788645397,55.0,225.195
6.7961722322115445,88.0,157.77700000000004
4.6873187150351345,153.0,1042.263
7.180645996014802,54.0,99.324
5.382124030472244,60.0,444.273
4.293062826646183,140.0,1398.6970000000001
6.557975006286956,41.0,151.654
5.362406795388838,60.0,451.47
6.4937383416974255,42.0,160.989
5.283057691649045,37.0,415.402
6.657568517221812,113.0,190.692
5.6413530949030966,137.0,463.041
5.89920175477543,80.0,318.317
4.8047516676093185,154.0,949.0260000000001
6.270787532930955,76.0,231.484
4.221681535321895,87.0,1281.641
7.039383014892183,77.0,124.22399999999999
6.55239981509518,127.0,215.31900000000002
6.804631968022784,2.0,49.221000000000004
4.795203579179722,77.0,773.6460000000003
6.653808653406793,156.0,211.113
7.236259825182638,125.0,122.721
6.358599522616818,35.0,169.98
6.7803823042477855,129.0,179.666
4.947403600466156,84.0,701.831
6.7828585799822845,103.0,167.368
6.2891007615403485,10.0,122.60700000000001
5.499851827257041,152.0,536.4259999999998
7.181431501327952,74.0,109.309
6.345497152031273,79.0,220.408
5.915805562825334,106.0,342.28
5.462551578695023,93.0,475.79900000000004
4.839683475183193,120.0,854.5980000000003
5.400688356675994,91.0,497.084
7.08030723688429,8.0,60.09
6.5358512142820615,120.0,214.487
5.6691230846167,120.0,434.691
7.1909828965774825,152.0,135.186
7.039227527928249,83.0,127.13
6.260632515716642,106.0,258.421
4.555434669026898,117.0,1069.072
7.246887074071977,14.0,62.26
5.525363033615951,9.0,221.22400000000002
4.248056785550049,93.0,1280.248
5.9843545095173045,72.0,287.553
4.762764803389693,126.0,923.571
6.407263122517352,101.0,225.949
5.2395806517212495,108.0,597.3330000000002
5.8812246935532855,48.0,276.27299999999997
